,text,prediction
8373, Ability to engage with senior stakeholders and manage large cross functional projects,Ability | knowledge_skills | engage with senior stakeholders && Ability | knowledge_skills | manage large cross functional projects
8374,Working knowledge of relevant business management principles,Working knowledge | knowledge_areas | relevant business management principles
8375,Experience working in service organisations,Experience | Experience_skills | working in service organisations
8376,Experience of small system implementations and business process mapping,Experience | Experience_skills | small system implementations && Experience | Experience_skills | business process mapping
8377,Experience of developing a capacity management tool,Experience | Experience_skills | developing a capacity management tool
8378, Experience within a similar role is essential,Experience | Experience_skills | a similar role
8379,"Knowledge of networking foundations, such as IP addressing, DNS, routing, etc",Knowledge | knowledge_areas | networking foundations && Knowledge | knowledge_areas | IP addressing && Knowledge | knowledge_areas | DNS && Knowledge | knowledge_areas | routing
8380,"An understanding of HTML, and familiarity with Javascript and web development/debugging tools",An understanding | knowledge_skills | HTML && An understanding | knowledge_skills | Javascript && familiarity | knowledge_skills | Javascript && familiarity | knowledge_skills | web development / debugging tools
8381, A deep understanding of derivative pricing across asset classes including the related XVAs,A deep understanding | knowledge_skills | derivative pricing across asset classes && A deep understanding | knowledge_skills | the related XVAs
8382,"An understanding of Market Risk Modelling techniques and regulations, including VaR, Expected Shortfall, IMA and FRTB",An understanding | knowledge_skills | Market Risk Modelling techniques && An understanding | knowledge_skills | regulations && An understanding | knowledge_skills | VaR && An understanding | knowledge_skills | Expected Shortfall && An understanding | knowledge_skills | IMA && An understanding | knowledge_skills | FRTB
8383," An understanding of Counterparty Credit Risk modelling techniques and regulations including IMM, SA-CCR, SA-CVA and CRD IV",An understanding | knowledge_skills | Counterparty Credit Risk modelling techniques && An understanding | knowledge_skills | regulations && An understanding | knowledge_skills | IMM && An understanding | knowledge_skills | SA - CCR && An understanding | knowledge_skills | SA - CVA && An understanding | knowledge_skills | CRD IV
8384, Theoretical understanding and hands on experience in developing and/or validating mathematical models,hands on experience | Experience_skills | developing and / or validating mathematical models
8385, Good understanding of model governance including development and validation documentation requirements,Good understanding | knowledge_skills | model governance && Good understanding | knowledge_skills | development && Good understanding | knowledge_skills | validation documentation requirements
8386, Good working knowledge of C++ and Python,Good working knowledge | knowledge_skills | C + + && Good working knowledge | knowledge_skills | Python
8387," Familiarity with source control, ideally GIT",Familiarity | knowledge_skills | source control && Familiarity | knowledge_skills | GIT
8388," Ability to multi-task across multiple assignments, prioritise workloads and work under time pressure",Ability | knowledge_skills | multi - task across multiple assignments && Ability | knowledge_skills | prioritise workloads && Ability | knowledge_skills | work under time pressure
8389," Our sustainability and ongoing success are only possible through innovation, collaboration and the development and diversity of our people, assets, and technology",
8390,"General Capability Profile – Knowledge, skills, experience and behaviours",
8391,Degree qualification plus relevant experience in data handling,relevant experience | Experience_skills | data handling
8392, Experience of Agile and traditional SDLC delivery methodologies,Experience | Experience_skills | Agile && Experience | Experience_areas | traditional SDLC delivery methodologies
8393, Ability to communicate effectively (both verbally and in writing) with a diverse set of business and technical stakeholder groups,Ability | knowledge_skills | communicate effectively ( both verbally and in writing ) with a diverse set of business and technical stakeholder groups
8394, Ability to lead teams and take accountability for delivery,Ability | knowledge_skills | lead teams && Ability | knowledge_skills | take accountability for delivery
8395, Experience creating new propositions / assets/ solutions and launching these to the market,Experience | Experience_skills | creating new propositions / assets / solutions && Experience | Experience_skills | launching these to the market
8396, Strong understanding of databases and data analysis procedures,Strong understanding | knowledge_skills | databases && Strong understanding | knowledge_skills | data analysis procedures
8397, Experience managing hybrid teams,Experience | Experience_skills | managing hybrid teams
8398, Experience working across data management platforms,Experience | Experience_skills | working across data management platforms
8399, Experience of planning and executing projects in both waterfall and agile environments,Experience | Experience_skills | planning and executing projects in both waterfall and agile environments
8400, Experience of delivering projects to external clients,Experience | Experience_skills | delivering projects to external clients
8401, Experience working with on/offshore delivery teams,Experience | Experience_skills | working with on / offshore delivery teams
8402," Experience using Microsoft SQL, and Data Visualisation products including PowerBI","Experience | Experience_skills | using Microsoft SQL , and Data Visualisation products including PowerBI"
8403, Demonstrable experience and expertise in handling large complex data sets,Demonstrable experience | Experience_skills | handling large complex data sets
8404,Experience in working in high pressured changing environment is critical to this role,Experience | Experience_skills | working in high pressured changing environment is critical
8405,Experience / understanding of IT security fundamentals,Experience | knowledge_areas | IT security fundamentals && understanding | knowledge_areas | IT security fundamentals
8406,"Good understanding of technical problem management, being able to apply logical component failure analysis to ensure efficient and timely resolution of issues",Good understanding | knowledge_skills | technical problem management && being able | knowledge_skills | apply logical component failure analysis to ensure efficient and timely resolution of issues
8407,Good knowledge of the ITIL framework,Good knowledge | knowledge_areas | the ITIL framework
8408,Demonstrable experience in relevant data science roles,Demonstrable experience | Experience_skills | relevant data science roles
8409," A deep understanding of the benefits and limitations of a range of statistical and analytical methods (regression and classification methods, recommendation engines, etc","A deep understanding | knowledge_skills | the benefits && A deep understanding | knowledge_skills | limitations of a range of statistical and analytical methods ( regression and classification methods , recommendation engines , etc"
8410, Experience using SQL to manage and manipulate data for analysis as well as meaningful hands-on experience in either Python/R to deliver data science solutions,Experience | Experience_skills | using SQL to manage and manipulate data for analysis as && Experience | Experience_skills | either Python / R to deliver data science solutions && meaningful hands - on experience | Experience_skills | either Python / R to deliver data science solutions
8411," Experience in at least one version control system, preferably Git",Experience | Experience_skills | at least one version control system && Experience | Experience_skills | Git
8412, Experience of at least one AGILE way of working (e,Experience | Experience_skills | at least one AGILE way of && Experience | Experience_skills | working
8413," Experience of working directly with stakeholders and effectively telling a story with data, especially for audiences with a non-technical background",Experience | Experience_skills | working directly with stakeholders && Experience | Experience_skills | effectively
8414,Experience in developing decision-making models to inform specific actions,Experience | Experience_skills | developing decision - making models to inform specific actions
8415," Good understanding of database design, including schema design and versioning data",Good understanding | knowledge_skills | database design && Good understanding | knowledge_skills | schema design && Good understanding | knowledge_skills | versioning data
8416," Experience identifying use cases for automation and designing & implementing automated solutions, ideally in the production of data-driven reporting",Experience | Experience_skills | identifying use cases for automation
8417, Experience in at least one data visualization application e,Experience | Experience_skills | at least one data visualization application
8418, The ability to determine and explain an appropriate visualization to illustrate a key insight,The ability | knowledge_skills | determine and explain an appropriate visualization to illustrate a key insight
8419,Experience building interactive dashboards,Experience | Experience_skills | building interactive dashboards
8420, Understanding of the end to end Human Capital (HC) lifecycle;,Understanding | knowledge_skills | the end to end Human Capital ( HC ) lifecycle
8421, Having specialized knowledge in at least one area of the HC or L&D lifecycle;,Having specialized knowledge | knowledge_skills | at least one area of the HC or L & D lifecycle
8422, Understanding of product implementations with SaaS and on premise applications;,Understanding | knowledge_skills | product implementations with SaaS and on premise applications
8423, Bachelor Degree,
8424, Maintain knowledge of company and its offerings and understand all new initiatives that impact proposal responses,Maintain knowledge | knowledge_skills | company && Maintain knowledge | knowledge_skills | its offerings
8425, Shown ability to successfully run projects from start to finish,Shown ability | knowledge_skills | successfully run projects from start to finish
8426," Ability to multitask, prioritize and handle changing priorities",Ability | knowledge_skills | multitask && Ability | knowledge_skills | prioritize and && Ability | knowledge_skills | handle changing priorities
8427, Ability to adapt quickly to a changing environment,Ability | knowledge_skills | adapt quickly to a changing environment
8428, Ability to grasp the functional and technical overview of the Guidewire Software product suite,Ability | knowledge_skills | grasp the functional and technical overview of the Guidewire Software product suite
8429, You acknowledge that you have the right to access your Personal Data and Sensitive Personal Data at any time and have the right to correct any errors,the right | knowledge_skills | correct any errors
8430,"Experience with data visualisation tools; we use Looker, but if you're experienced with Power BI, Qlik or Tableau it should be an easy switch",Experience | Experience_skills | data visualisation tools && Experience | Experience_skills | Looker && Experience | Experience_skills | Power BI
8431,"Experience using Jira, or an equivalent project management tool",
8432,Exposure to or experience working within a legal or risk function,Exposure | Experience_skills | working within a legal or risk function && experience | Experience_skills | working within a legal or risk function
8433,Keeping knowledge up-to-date through continued research and commitment to learning,commitment | knowledge_skills | learning
8434," Degree educated in Sports and Exercise Science, Health Science, Public Health or relevant study",Degree | degree_in | Sports && Degree | degree_in | Exercise Science && Degree | degree_in | Health Science && Degree | degree_in | Public Health && Degree | degree_in | relevant study
8435,Experience of delivering health assessments or have knowledge of clinical measures,knowledge | knowledge_skills | clinical measures && Experience | Experience_skills | delivering health assessments
8436,"An understanding of workplace wellness, wellbeing strategies and interventions",An understanding | knowledge_skills | workplace wellness && An understanding | knowledge_skills | wellbeing strategies and && An understanding | knowledge_skills | interventions
8437,Resilience and ability to work under pressure and meet deadlines,Resilience | knowledge_skills | work under pressure && ability | knowledge_skills | work under pressure && ability | knowledge_skills | meet deadlines
8438,Develop focused insight and intelligence to support the business at a strategic level,intelligence | knowledge_skills | support the business at a strategic level
8439,Substantial experience in an Insight role (or postgraduate equivalent),Substantial experience | Experience_skills | an Insight role ( or postgraduate equivalent )
8440,"Proficiency in Data visualisation tool such as Tableau, Power Bi etc",Proficiency | knowledge_skills | Data visualisation tool && Proficiency | knowledge_skills | Tableau && Proficiency | knowledge_skills | Power Bi
8441," Carry out experience analyses across a range of products (term assurance, critical illness, income protection and longevity)",
8442, Work experience in an actuarial area,Work experience | Experience_skills | an actuarial area
8443, Knowledge of VBA,Knowledge | knowledge_skills | VBA
8444," Comprehensive understanding of the Global delegated business environment and the insurance market (notably within the UK, US and/or across EMEA)","Comprehensive understanding | knowledge_skills | the Global delegated business environment && Comprehensive understanding | knowledge_skills | the insurance market ( notably within the UK , US and / or across EMEA )"
8445," Similar experience at a multi-platform, international insurer, is preferred","Similar experience | Experience_skills | a multi - platform , international insurer && Similar experience | Experience_areas | multi - platform"
8446, The primary focus is the UK Electricity & Gas sectors which are going through a period of profound change as a result of the UK’s net zero ambitions,
8447,Three years of experience in a related field,Three years of experience | Experience_skills | a related field
8448,"Ability to work as part of a team, as well as independently and on their own initiative","Ability | knowledge_skills | work as part of a team , as well as independently and on their own initiative"
8449,"Experience using computers for a variety of tasks, with a high degree of competency in Microsoft applications such as Word, Excel, Visio, Outlook and Access and other database tools","Experience | Experience_skills | using computers for a variety of tasks , with a && Experience | Experience_skills | Microsoft applications && Experience | Experience_skills | Word && Experience | Experience_skills | Excel && Experience | Experience_skills | Visio && Experience | Experience_skills | Outlook && Experience | Experience_skills | Access"
8450,"Knowledge of file management, transcription, and other administrative procedures",Knowledge | knowledge_skills | file management && Knowledge | knowledge_skills | transcription && Knowledge | knowledge_skills | other administrative procedures
8451,Demonstrated experience in handling large data sets and relational databases,Demonstrated experience | Experience_skills | handling large data sets and relational databases
8452,Ability to analyse existing tools and databases and provide software solution recommendations,Ability | knowledge_skills | analyse existing tools and databases && Ability | knowledge_skills | provide software solution recommendations
8453," Previous experience of carrying out audits of process, analysing results and implementing change within a fast paced warehouse, logistics or operational environment","Previous experience | Experience_skills | carrying out audits of process && Previous experience | Experience_skills | analysing results && Previous experience | Experience_skills | implementing change within a fast paced warehouse , logistics or operational environment"
8454,"Ensure a thorough understanding of customer needs, behaviours and pain points, as well as competitive landscape and industry best practice",a thorough understanding | knowledge_skills | customer needs && a thorough understanding | knowledge_areas | competitive landscape && a thorough understanding | knowledge_areas | industry best practice
8455,Experience in developing PSD2/Open banking compliant solutions,Experience | Experience_skills | developing PSD2 / Open banking compliant solutions
8456,Familiarity with the requirements defined in the PSD2 Regulation and the UK Regulatory Technical Standard for Strong Customer Authentication,Familiarity | knowledge_skills | the requirements defined in the PSD2 Regulation && Familiarity | knowledge_skills | the && Familiarity | knowledge_skills | UK Regulatory Technical Standard for Strong Customer Authentication
8457,"Understanding of the Account Information Service Provider (AISP), Payment Initiation Service Provider (PISP) and Card Based Payment Instrument Issuer (CBPII) use cases",Understanding | knowledge_skills | the Account Information Service Provider ( AISP ) && Understanding | knowledge_skills | Payment Initiation Service Provider ( PISP ) && Understanding | knowledge_skills | Card Based Payment Instrument Issuer ( CBPII ) use cases
8458,Experience in deconstructing existing products and reconstructing them for the future,Experience | Experience_skills | deconstructing existing products and reconstructing them for the future
8459,"Ability to comfortably navigate technical solutions and requirements, particularly API design","Ability | knowledge_skills | comfortably navigate technical solutions and requirements , particularly API design"
8460,Demonstrate the ability to handle multiple priorities / deadlines without compromising quality,ability | knowledge_skills | handle multiple priorities / deadlines without compromising quality
8461,The ability to define an appropriate product MVP and improve through feedback and iteration,The ability | knowledge_skills | define an appropriate product MVP && The ability | knowledge_skills | improve through feedback and iteration
8462,"The ability to incorporate user needs, business needs, and technical constraints/opportunities into the product development process","The ability | knowledge_skills | incorporate user needs , business needs , and technical constraints / opportunities into the product development process"
8463,The ability to clearly communicate product needs and intent,The ability | knowledge_skills | clearly communicate product needs and intent
8464, Experience of working in a similar environment such as a law firm or professional service is essential,Experience | Experience_skills | working in a similar environment such as a law firm or professional service is essential
8465, The ability to use initiative and follow procedures and guidelines,The ability | knowledge_skills | use initiative && The ability | knowledge_skills | follow procedures and guidelines
8466,"Analyze profitability of matter budgets and unbilled time in advance of final client billing, as needed","Analyze | knowledge_skills | matter budgets && Analyze | knowledge_skills | unbilled time in advance of final client billing , as needed"
8467,1-2 years of previous experience as a financial analyst or general accountant,1 - 2 years of previous experience | Experience_skills | a financial analyst && 1 - 2 years of previous experience | Experience_skills | general accountant
8468,"Educated to degree level, preferably in finance related subject",
8469,Proficient utilizing Microsoft Excel with intermediate PowerPoint skills,Proficient | knowledge_skills | utilizing Microsoft Excel with intermediate PowerPoint skills
8470,Demonstrable experience manipulating large pools of data,Demonstrable experience | Experience_skills | manipulating large pools of data
8471,"Experience working with P&L, sales margin, SKU reporting, bids & tenders and capital investments","Experience | Experience_skills | working with P & L , sales margin , SKU reporting , bids & tenders and capital investments"
8472," Experience in a market research based role is important as you’ll have a good understanding of qualitative and quantitative research methods and analysis, plus experience with designing research experiments and writing research briefs",Experience | Experience_skills | a market research based role && experience | Experience_skills | designing research experiments && experience | Experience_skills | writing research briefs
8473," Have some understanding of Tachomaster, associated systems and be able to generate required reports",be able | knowledge_skills | generate required reports
8474, Required experience in Lloyds exposure management and reporting roles,Required experience | Experience_skills | Lloyds exposure management && Required experience | Experience_skills | reporting roles
8475," Proficiency in SQL and MS Access, Visual Basic and database management systems such as SQL Server or other similar software, as well as MS Excel",Proficiency | knowledge_skills | SQL && Proficiency | knowledge_skills | MS Access && Proficiency | knowledge_skills | Visual Basic && Proficiency | knowledge_skills | database management systems && Proficiency | knowledge_skills | SQL Server && Proficiency | knowledge_skills | other similar software && Proficiency | knowledge_skills | MS Excel
8476, Educated to degree level or equivalent,Educated | degree_in | degree level && Educated | degree_in | equivalent
8477, A strong understanding of the (re)insurance industry,A strong understanding | knowledge_skills | the ( re ) insurance industry && A | knowledge_areas | the ( re ) insurance industry && strong understanding | knowledge_areas | the ( re ) insurance industry
8478, Thorough knowledge and experience of modelling specific classes of business,Thorough knowledge | knowledge_skills | modelling specific classes of business && experience | Experience_skills | modelling specific classes of business
8479," Prior experience in formatting, importing, and modelling accounts within RiskLink (RMS) is preferable",Prior experience | Experience_skills | formatting && Prior experience | Experience_skills | importing
8480, The ability to use initiative and follow procedures and guidelines,The ability | knowledge_skills | use initiative && The ability | knowledge_skills | follow procedures and guidelines
8481," Experience analysing and documenting detailed business requirements for large systems (workflow, ERP or comparable)","Experience | Experience_skills | analysing and documenting detailed business requirements for large systems ( workflow , ERP or comparable )"
8482," Demonstrated ability to organise and manage large amounts of detailed information, including production of functional and technical specifications","Demonstrated ability | knowledge_skills | organise and manage large amounts of detailed information , including && Demonstrated ability | knowledge_skills | production of functional and technical specifications"
8483, Knowledge of business process analysis methodologies,Knowledge | knowledge_areas | business process analysis methodologies
8484," The ability to generate, and desire to communicate, innovative ideas in a collaborative environment","The ability | knowledge_skills | generate ,"
8485,Ability to tell a clear story and provide actionable insights using data,Ability | knowledge_skills | tell a clear story && Ability | knowledge_skills | provide actionable insights using data
8486,Commercial sense and ability to put numbers into a business perspective,ability | knowledge_skills | put numbers into a business perspective
8487,Experience using quantitative data to drive decision making,Experience | Experience_skills | using quantitative data to drive decision making
8488,"Strong knowledge and experience of Agile frameworks, Scrum theory and practices",Strong knowledge | knowledge_areas | Agile frameworks && Strong knowledge | knowledge_areas | Scrum theory && Strong knowledge | knowledge_areas | practices && experience | Experience_areas | Agile frameworks && experience | Experience_areas | Scrum theory && experience | Experience_areas | practices
8489,Experience managing the delivery for an agile software development team,Experience | Experience_skills | managing the delivery for an agile software development team
8490,"Experience writing specifications, user stories, acceptance criteria, test cases","Experience | Experience_skills | writing specifications , user stories , acceptance criteria , test cases"
8491,Demonstrated ability to create a highly motivating atmosphere in which many people feel energized and enthusiastic about achieving common goals,Demonstrated ability | knowledge_skills | create a highly motivating atmosphere in which many people feel energized and enthusiastic about achieving common goals
8492,"Previous PMO experience and experience of the end-to-end project lifecycle, experience in Service Now preferable but not essential",Previous PMO experience | Experience_skills | the end - to - end project lifecycle && experience | Experience_skills | the end - to - end project lifecycle && experience | Experience_skills | Service Now && experience | Experience_skills | the end - to - end project lifecycle && experience | Experience_skills | Service Now
8493,Previous experience in a data/analytical role desirable including presenting information to senior stakeholders,Previous experience | Experience_skills | a data / analytical role && Previous experience | Experience_skills | presenting information to senior stakeholders
8494,Delivery focussed with strong drive and ability to work independently as well as part of the team,ability | knowledge_skills | work independently as well as part of the team
8495, We focus on consumer brands with outstanding customer reviews and a proven track record of leading bestseller lists in high-growth niches,We focus | knowledge_skills | consumer brands && a proven track record | Experience_skills | leading bestseller lists in high - growth niches
8496,Learning and fully understanding the data contained in our data warehouse,
8497,"Understanding the quality, limitations and nuances of the datasets you work with",Understanding | knowledge_skills | quality && Understanding | knowledge_skills | limitations && Understanding | knowledge_skills | nuances of the datasets you work with
8498,Bachelor's Degree in numeric discipline,Bachelor ' s Degree | degree_in | numeric discipline
8499,Ability to communicate technical findings to non-technical stakeholders,Ability | knowledge_skills | communicate technical findings to non - technical stakeholders
8500,Experience in an E-commerce setting,Experience | Experience_skills | an E - commerce setting
8501,Ability to explain complex ideas to those with limited IT and systems knowledge,Ability | knowledge_skills | explain complex ideas to those with limited IT and systems knowledge
8502,"Ability to work effectively with leadership team, stakeholders, third parties, and clients","Ability | knowledge_skills | work effectively with leadership team , stakeholders , third parties , and clients"
8503,"Knowledge of local emergency response (multi-casualty/major injury or illness/death), including competence in applying triage, arranging emergency treatment areas and medevac procedures",Knowledge | knowledge_skills | local emergency response ( multi - casualty / major injury or illness / death ) && Knowledge | knowledge_skills | applying triage && competence | knowledge_skills | applying triage && competence | knowledge_skills | arranging emergency treatment areas && competence | knowledge_skills | medevac procedures
8504,"Knowledge of, and ability to use, the ISOS Medics IT system","Knowledge | knowledge_skills | use , the ISOS Medics IT system"
8505,Knowledge of Oil and Gas UK guidance on medical fitness for offshore work,Knowledge | knowledge_skills | Oil and Gas UK && Knowledge | knowledge_skills | medical fitness for offshore work
8506,Experience of working on offshore installations as a medic / OHS required,Experience | Experience_skills | working on offshore installations as a medic / OHS required
8507, Relevant experience working in demand-generation marketing or business development roles (sales development representative or similar),Relevant experience | Experience_skills | working in demand - generation marketing or business development roles ( sales development representative or similar )
8508, Knowledge of and interest in the healthcare space,Knowledge | knowledge_skills | the healthcare space && interest | knowledge_skills | the healthcare space
8509," Proficient with Microsoft Office products (PowerPoint, Excel, etc","Proficient | knowledge_skills | Microsoft Office products ( PowerPoint , Excel , etc"
8510, Experience with CRM software (ideally Microsoft Dynamics 365),Experience | Experience_skills | CRM software ( ideally Microsoft Dynamics 365 )
8511,Good working experience of Microsoft Office tools,Good working experience | Experience_skills | Microsoft Office tools
8512,"Ability to organise tasks, priorities and have forward planning","Ability | knowledge_skills | organise tasks , priorities && Ability | knowledge_skills | have forward planning"
8513,Ability to adapt approaches to ensure the service is delivered,Ability | knowledge_skills | adapt approaches to ensure the service is delivered
8514,Ability to work as part of a team and recognise support required by others,Ability | knowledge_skills | work as part of a team && Ability | knowledge_skills | recognise support required by others
8515,Efficient and effective control of all materials to suit project requirements,Efficient and effective control | knowledge_skills | all materials to suit project requirements
8516,"Good knowledge of warehousing and offshore legislations, e",Good knowledge | knowledge_skills | warehousing && Good knowledge | knowledge_skills | offshore legislations
8517, Our extensive experience means clients receive innovative and commercial solutions to often complex specifications quickly and efficiently,Our extensive experience | Experience_skills | receive innovative and commercial solutions to often complex specifications quickly and efficiently
8518,Experience of leading transactions;,Experience | Experience_skills | leading transactions
8519,"The ability to work in teams, supporting the partner and delegating to and supervising more junior associates in the team;",The ability | knowledge_skills | work in teams && The ability | knowledge_skills | supporting the partner and delegating to and supervising more junior associates in the team
8520," Giving knowledge and power to those with medical conditions, while saving clinicians time, energy, and valuable resources",Giving knowledge | knowledge_skills | those with medical conditions
8521, Previous experience in the SaaS industry,Previous experience | Experience_areas | the SaaS industry
8522, Experience with Pricing and Commission analysis,Experience | Experience_skills | Pricing && Experience | Experience_skills | Commission analysis
8523," The ability to prioritise workload, self-motivated with a focus on continuous improvement",The ability | knowledge_skills | prioritise workload
8524,"Familiar with and understand the company Health, Safety and Environmental Policies","Familiar | knowledge_skills | the company Health , Safety and Environmental Policies"
8525,Ability to organise workload in order to meet deadlines,Ability | knowledge_skills | organise workload in order to meet deadlines
8526,"Ability to liaise with internal teams, offshore personnel and Client effectively",Ability | knowledge_skills | liaise with internal teams
8527,Bachelor’s Degree or equivalent experience in a relevant field,Bachelor ’ s Degree or equivalent experience | degree_in | a relevant field
8528, Ability to rapidly build business understanding to identify opportunities for improvement and provide creative solutions,Ability | knowledge_skills | rapidly build business understanding to identify opportunities for improvement && Ability | knowledge_skills | provide creative solutions
8529, Experience with R/ Python and SQL ( professional /commercial or academic experience),Experience | Experience_skills | R / Python && Experience | Experience_skills | SQL ( professional / commercial or academic experience )
8530,Commercial experience working with Tableau or a similar BI tools,Commercial experience | Experience_skills | working with Tableau or a similar BI tools
8531, Experience working in or alongside finance or commercial teams a plus,Experience | Experience_skills | working in or alongside finance or commercial teams a plus
8532,"Bachelor’s degree in marketing, communications or another related field",Bachelor ’ s degree | degree_in | marketing && Bachelor ’ s degree | degree_in | communications && Bachelor ’ s degree | degree_in | another related field
8533,5+ years of experience in a digital marketing role; management experience,5 + years of experience | Experience_skills | a digital marketing role
8534,Proficiency with Google Analytics; interest in data and insight gathering and analysis,Proficiency | knowledge_skills | Google Analytics && interest | knowledge_skills | data && interest | knowledge_skills | insight gathering and analysis
8535,Experience investing across an array of private market assets,Experience | Experience_skills | investing across an array of private market assets
8536,Experience at building sophisticated financial models and valuation techniques,Experience | Experience_skills | building sophisticated financial models and valuation techniques
8537,Demonstrate expertise in impact investing and related market sectors / themes Emerging market experience is preferable,Demonstrate expertise | knowledge_skills | impact investing && Demonstrate expertise | knowledge_skills | related market sectors / themes
8538,Ability to bring new ideas to the investment process,Ability | knowledge_skills | bring new ideas to the investment process
8539,"Ability to work well alongside team members in a fast-paced team environment, including with colleagues and counterparties based in different regional offices","Ability | knowledge_skills | work well alongside team members in a fast - paced team environment , including with colleagues and counterparties based in different regional offices"
8540,Relevant experience in private equity and relevant University degree,Relevant experience | Experience_skills | private equity && Relevant experience | Experience_skills | relevant University degree
8541,Ensure Constructability and Commissioning are incorporated in engineering design,Ensure | knowledge_skills | Commissioning
8542,Chair constructability and commissioning engineering design meetings,Chair | knowledge_skills | constructability && Chair | knowledge_skills | commissioning engineering design meetings
8543,"Ability to plan, deliver and evaluate work in order to improve future campaigns and coverage","Ability | knowledge_skills | plan , deliver and evaluate work in order to improve future campaigns and coverage"
8544,Budget management ability,
8545,"Knowledge of the Health industry, especially health insurance, is preferred but not essential",Knowledge | knowledge_skills | the Health industry && Knowledge | knowledge_skills | health insurance
8546,Understanding of the products offered by AXA Health and build knowledge of these products and processes,Understanding | knowledge_skills | the products offered by AXA Health && knowledge | knowledge_skills | these products and processes
8547,Build full operating understanding of our system and processes and what we use them for,Build | knowledge_skills | what we use them for && full operating understanding | knowledge_skills | our system and processes && full operating understanding | knowledge_skills | what we use them for
8548, Experience in working and communicating across various different business departments is desirable,Experience | Experience_skills | working and communicating across various different business departments
8549,"Experience of being on the phone and communicating to stakeholders, as well as via email",Experience | Experience_skills | being on the phone
8550,Understanding of different communication styles and adapting as necessary,Understanding | knowledge_skills | different communication styles && Understanding | knowledge_skills | adapting as necessary
8551,Previous experience in a financial institution or in a real estate company is a plus,Previous experience | Experience_skills | a
8552, Knowledge of Bloomberg is an advantage,Knowledge | knowledge_skills | Bloomberg is
8553," Quality control experience essential, preferably within General Insurance Market",
8554,"Knowledge of industry regulatory requirements, FCA handbook rules and GDPR",Knowledge | knowledge_skills | industry regulatory requirements && Knowledge | knowledge_skills | FCA handbook rules && Knowledge | knowledge_skills | GDPR
8555,"Ability to constructively challenge, maintaining a clear focus on good customer outcomes",Ability | knowledge_skills | constructively challenge && Ability | knowledge_skills | maintaining a clear focus on good customer outcomes
8556, Gain deep understanding of our clients’ customers through cutting edge qualitative & quantitative research methods,deep understanding | knowledge_skills | our clients ’ customers through cutting edge qualitative & quantitative research methods
8557," Knowledge of, and passion for, brand, digital, and marketing strategy; and, how they impact business outcomes","Knowledge | knowledge_skills | brand && Knowledge | knowledge_skills | digital , and marketing strategy && passion | knowledge_skills | brand && Knowledge | knowledge_areas | brand && Knowledge | knowledge_areas | how && passion | knowledge_areas | brand && passion | knowledge_areas | how"
8558, Experience developing a strategy as well as executing the tactical implications of that strategy,Experience | Experience_skills | developing a strategy as well as && Experience | Experience_skills | executing the tactical implications of that strategy
8559, Understanding of agile or other test-and-learn or design-thinking methodologies to co-create with audiences and quickly develop testable materials,Understanding | knowledge_skills | agile && Understanding | knowledge_areas | agile && Understanding | knowledge_areas | other test - and - learn or design - thinking methodologies to
8560, The ability to work independently in a fast-paced and dynamic environment with limited supervision,The ability | knowledge_skills | work independently in a fast - paced and dynamic environment with limited supervision
8561,Ensure Constructability and Commissioning are incorporated within the construction workpacks,Ensure Con | knowledge_skills | Constructability && Ensure Con | knowledge_skills | Commissioning
8562,Participate in constructability reviews,Participate | knowledge_skills | constructability reviews
8563, Just be focused on delivering great service and we’ll teach you the rest,Just be | knowledge_skills | delivering great service
8564, Reliability,
8565, Extensive experience in previous analytical roles and managing teams of 5+ individual contributors,Extensive experience | Experience_skills | previous analytical roles && Extensive experience | Experience_skills | managing teams of 5 + individual contributors
8566, Good knowledge of Python,Good knowledge | knowledge_skills | Python
8567, Experience with tracking methodologies and software,Experience | Experience_skills | software && Experience | Experience_areas | tracking methodologies
8568, Advanced knowledge of Tableau or similar reporting tools,Advanced knowledge | knowledge_skills | Tableau && Advanced knowledge | knowledge_skills | similar reporting tools
8569, Proven experience of undertaking a similar role or frontline customer service,Proven experience | Experience_skills | undertaking a similar role or frontline customer service
8570, Proven experience of delivering high quality tenancy and customer service,Proven experience | Experience_skills | delivering high quality tenancy and customer service
8571,Ability to build strong working relationships with internal and external customers,Ability | knowledge_skills | build strong working relationships with internal and external customers
8572,"An understanding of Microsoft Office packages including Word, Excel and Outlook",An understanding | knowledge_skills | Microsoft Office packages && An understanding | knowledge_skills | Word && An understanding | knowledge_skills | Excel && An understanding | knowledge_skills | Outlook
8573, Working knowledge of relevant regulations and good practice,Working knowledge | knowledge_skills | relevant regulations && Working knowledge | knowledge_skills | good practice
8574,"Align digital experience research to AXA Health’s digital product and channel roadmaps, ensuring that digital experience research and insight informs decisions",Align | knowledge_skills | AXA Health ’ s digital product and channel roadmaps && Align | knowledge_skills | ensuring that
8575, Experience in conducting digital experience research in multiple formats and utilising multiple research techniques,Experience | Experience_skills | conducting digital experience research in multiple formats
8576,Knowledge of digital technologies and applications,Knowledge | knowledge_skills | digital technologies && Knowledge | knowledge_skills | applications
8577," Understanding of how data systems, back-end systems, front-end systems and APIs work together to power digital experiences","Understanding | knowledge_areas | how data systems , back - end systems , front - end systems and APIs work together to power digital experiences"
8578,Ability to provide examples of prior digital experience research work,Ability | knowledge_skills | provide examples of prior digital experience research work
